word,pre_share_recent,post_share,counterfactual,delta,ratio,banned,selected
petition,0.24305242808822966,0.48687176782128094,0.24305242808822966,0.24381933973305128,2.0031553342250223,True,False
sign,0.11732890105187421,0.35967925917881,0.11732890105187421,0.24235035812693578,3.0655640337054404,True,False
our,0.3656374985672662,0.5480086478591049,0.3656374985672662,0.18237114929183867,1.4987758367411759,False,False
that,0.5653221700800236,0.7348950859865967,0.5653221700800236,0.16957291590657309,1.2999580148830345,False,False
these,0.16810208845913674,0.33535077044034234,0.16810208845913674,0.1672486819812056,1.9949232845007836,False,True
this,0.585847292319358,0.7501966284205233,0.585847292319358,0.1643493361011653,1.2805327228713639,False,False
can,0.3441011993346084,0.5023571899767798,0.3441011993346084,0.15825599064217138,1.4599111858609979,False,False
their,0.3263985701977394,0.479094687107838,0.3263985701977394,0.1526961169100986,1.4678210349315928,False,False
ensure,0.033656840167348594,0.18320900651617095,0.033656840167348594,0.14955216634882235,5.443440489517698,False,True
for,0.6680633862569779,0.8158859121386264,0.6680633862569779,0.14782252588164846,1.221270210166535,False,False
urge,0.019881406524939343,0.162613065596946,0.019881406524939343,0.14273165907200666,8.179152988646115,False,True
action,0.06514445772863907,0.20781219771389572,0.06514445772863907,0.14266773998525667,3.190021146227709,True,False
according,0.04229136847757666,0.17499999866125776,0.04229136847757666,0.1327086301836811,4.137960178660207,False,True
individuals,0.029085018218030705,0.1521454110470823,0.029085018218030705,0.12306039282905158,5.23105778743376,False,True
let,0.11496226486238004,0.23441541844327318,0.11496226486238004,0.11945315358089315,2.039064024389995,True,False
more,0.24227146695764065,0.36071544782808157,0.24227146695764065,0.11844398087044092,1.4888895186784417,False,False
support,0.1219051833681049,0.24000411776788022,0.1219051833681049,0.11809893439977533,1.9687769718795614,True,False
with,0.43587030678668265,0.553280139752627,0.43587030678668265,0.11740983296594437,1.2693687345474658,False,False
believe,0.05737604954992034,0.17357532242743773,0.05737604954992034,0.11619927287751738,3.025222610985401,False,True
significant,0.020229282368583085,0.1361007663395042,0.020229282368583085,0.1158714839709211,6.7279087740094194,False,True
also,0.23992313350774122,0.3538750823160687,0.23992313350774122,0.11395194880832746,1.474951902896228,False,False
are,0.5462086725687959,0.6596681117335884,0.5462086725687959,0.11345943916479251,1.207721782649839,False,False
together,0.05078274010124209,0.16280207066578756,0.05078274010124209,0.11201933056454547,3.205854397403924,False,True
future,0.07413050997988826,0.1860938980079353,0.07413050997988826,0.11196338802804703,2.5103550219528086,True,False
community,0.09300515326766179,0.20456799849101462,0.09300515326766179,0.11156284522335283,2.1995340183170646,True,False
