word,pre_share_recent,post_share,counterfactual,delta,ratio,banned,selected
relevant,0.004828819042706117,0.03535116357845573,0.004828819042706117,0.030522344535749615,7.320871473088914,False,True
face,0.03232661943190085,0.0625858635929549,0.03232661943190085,0.03025924416105405,1.9360472790790288,False,True
implementing,0.0039859436530414365,0.03419846023838601,0.0039859436530414365,0.030212516585344577,8.579765098357877,False,True
benefits,0.019579266490274524,0.049747116214273114,0.019579266490274524,0.03016784972399859,2.5408059203333107,True,False
better,0.09290320648345012,0.1230317369572412,0.09290320648345012,0.03012853047379109,1.3243002218568012,True,False
policies,0.014868195285585056,0.04499025745831443,0.014868195285585056,0.03012206217272937,3.0259393688441243,False,True
urgent,0.006078029428396301,0.03619399981577352,0.006078029428396301,0.030115970387377223,5.954890518738962,False,True
transparency,0.0059177469063565165,0.0360243272652837,0.0059177469063565165,0.030106580358927184,6.087507261689134,False,True
social,0.047932827725603165,0.07786715055403337,0.047932827725603165,0.029934322828430206,1.6245056728093028,True,False
fairness,0.003043265243786387,0.032835063269827075,0.003043265243786387,0.029791798026040688,10.789418811544063,False,True
signature,0.01070565447409575,0.040409014265297465,0.01070565447409575,0.029703359791201714,3.774548708168596,False,True
high,0.0925526102418099,0.12216214300345356,0.0925526102418099,0.02960953276164366,1.3199210987597603,True,False
affects,0.011807874671657443,0.04140668798164175,0.011807874671657443,0.02959881330998431,3.5067011746856216,False,True
studies,0.01161901297851492,0.04120980191604653,0.01161901297851492,0.029590788937531608,3.546755821019295,False,True
bring,0.10516015873727892,0.13473268729820415,0.10516015873727892,0.029572528560925224,1.2812141871600453,True,False
maintaining,0.004150163584749151,0.033562550210822106,0.004150163584749151,0.029412386626072956,8.087042721437866,False,True
fostering,0.000894674314818529,0.03025828120492412,0.000894674314818529,0.02936360689010559,33.82044248253796,False,True
various,0.012519976607449183,0.04181446040734976,0.012519976607449183,0.02929448379990058,3.3398193717447393,False,True
vital,0.008649405595786407,0.03792248829223904,0.008649405595786407,0.029273082696452637,4.384403976929136,False,True
between,0.046766351382034534,0.07580212464838018,0.046766351382034534,0.029035773266345648,1.620868902710675,False,False
data,0.01154335659919354,0.04051468730633157,0.01154335659919354,0.028971330707138032,3.5097839140793825,False,True
generations,0.012194584705416631,0.040992885468767164,0.012194584705416631,0.028798300763350534,3.3615646993340254,False,True
daily,0.02403232157213037,0.05279403531338957,0.02403232157213037,0.028761713741259198,2.19679297961015,False,True
experienced,0.012202737191102056,0.04078973730860207,0.012202737191102056,0.02858700011750001,3.3426711294204523,False,True
reduce,0.022614404894044666,0.05112201665356973,0.022614404894044666,0.028507611759525067,2.260595266295614,True,False
unnecessary,0.012348986392811012,0.04064739292448928,0.012348986392811012,0.02829840653167827,3.2915570259395737,False,True
activities,0.015797137564143617,0.04400779172101451,0.015797137564143617,0.028210654156870893,2.7858079694705897,False,True
understand,0.03793251769416101,0.0659285876646103,0.03793251769416101,0.027996069970449282,1.738049348481784,False,False
inclusive,0.006373521451361789,0.03422738509378405,0.006373521451361789,0.02785386364242226,5.370247100442551,False,True
foster,0.005706673675618663,0.033420166561382615,0.005706673675618663,0.02771349288576395,5.856330405603492,False,True
accountability,0.007361942487640262,0.034794301294033325,0.007361942487640262,0.027432358806393064,4.726239216409039,False,True
advocating,0.0037650091164373543,0.031182797526359836,0.0037650091164373543,0.027417788409922483,8.282263485158996,False,True
positive,0.019807318021976994,0.04708553539163888,0.019807318021976994,0.027278217369661885,2.377178744714233,False,True
alarming,0.002798117187972089,0.029954107830984466,0.002798117187972089,0.027155990643012377,10.70509411104881,False,True
may,0.09137032049877497,0.11849653754414646,0.09137032049877497,0.027126217045371492,1.2968821483529236,False,False
particularly,0.008651636870740375,0.035756146885113194,0.008651636870740375,0.02710451001437282,4.132876520284804,False,True
prevent,0.02751255248058503,0.054494267725006054,0.02751255248058503,0.026981715244421025,1.9807056347629468,False,True
states,0.06364571893033258,0.09058105930324385,0.06364571893033258,0.026935340372911273,1.4232074179631005,False,False
serve,0.017694604891338866,0.044568712311238545,0.017694604891338866,0.02687410741989968,2.5187740887649874,False,True
left,0.04544618841270167,0.07223313224524017,0.04544618841270167,0.026786943832538497,1.5894211322913026,False,False
responsible,0.019535835637690787,0.0462073554089951,0.019535835637690787,0.026671519771304313,2.365261269901685,False,True
conditions,0.018686936329057314,0.045344072005156465,0.018686936329057314,0.02665713567609915,2.4265118265881043,False,True
understanding,0.010849853241877892,0.0374291833571658,0.010849853241877892,0.02657933011528791,3.4497409801542678,False,True
