threshold,odds_ratio_per_SD,ci_lo,ci_hi,p,n_crossings
10000,1.0022240667320697,0.9534939750260187,1.0534446008529406,0.9303869789526636,512
100000,0.9434377586915196,0.8199546752928303,1.0855170795959004,0.41593219842034923,86
