quarter,obs_share,counterfactual,pi_lb,ci_lo,ci_hi,n_docs_estimation_half
2022Q4,0.8443271767810027,0.7887723388321615,0.055554837948841196,0.026160392573972895,0.08596227727268727,758
2023Q1,0.8943196829590488,0.7699553027254477,0.12436438023360119,0.09579389689349016,0.14941949303351879,757
2023Q2,0.9,0.751138266618734,0.14886173338126607,0.11858977156491937,0.1830611175002558,590
2023Q3,0.875,0.7323212305120201,0.14267876948797986,0.1104275979051997,0.17733704556689886,728
2023Q4,0.8830128205128205,0.7135041944053064,0.16950862610751405,0.1394185243747664,0.2057388616471765,624
2024Q1,0.8734375,0.6946871582985927,0.17875034170140724,0.1451834834422525,0.21554428560749161,640
2024Q2,0.8725490196078431,0.675870122191879,0.19667889741596412,0.15276455495281982,0.249724076475745,204
