word,pre_share_recent,post_share,counterfactual,delta,ratio,banned,selected
challenges,0.007153918045981437,0.03274077944452034,0.007153918045981437,0.025586861398538906,4.576622101914039,False,True
supporting,0.018735968678587563,0.0443107435296029,0.018735968678587563,0.02557477485101534,2.3650094793467242,False,True
potentially,0.013570214757209391,0.03914168365366466,0.013570214757209391,0.02557146889645527,2.8843820347699376,False,True
between,0.052357320007578596,0.07789936023624891,0.052357320007578596,0.025542040228670314,1.4878408639894702,False,False
must,0.08522498638457028,0.11065671907834543,0.08522498638457028,0.025431732693775147,1.298407002132176,False,False
recent,0.03541137027300911,0.060822168005076484,0.03541137027300911,0.02541079773206737,1.717588659692046,False,False
moreover,0.0025054189314347984,0.02788800419285647,0.0025054189314347984,0.02538258526142167,11.131074265845681,False,True
therefore,0.03175323946087111,0.05706398265638824,0.03175323946087111,0.025310743195517134,1.7971074329819816,False,False
promoting,0.006103472552274101,0.031383924710579214,0.006103472552274101,0.025280452158305114,5.14197851170574,False,True
affected,0.02763785951309682,0.05291188623318002,0.02763785951309682,0.025274026720083203,1.914471205995766,False,True
financial,0.031144137828766395,0.05640419692808635,0.031144137828766395,0.025260059099319953,1.8110694615533203,False,True
difference,0.018373701450368058,0.043609217866739006,0.018373701450368058,0.025235516416370948,2.373458499069355,False,True
vital,0.013110855162803635,0.03830363467580483,0.013110855162803635,0.025192779513001196,2.9215206941248795,False,True
under,0.07565825007839284,0.1008270966859445,0.07565825007839284,0.025168846607551656,1.3326649318676167,False,False
practices,0.008302352792047553,0.03344744398666343,0.008302352792047553,0.02514509119461588,4.028670525625124,False,True
national,0.03829380934612136,0.06342220566033158,0.03829380934612136,0.025128396314210218,1.6561999639964098,True,False
importance,0.00829083708684728,0.03323533419878909,0.00829083708684728,0.024944497111941806,4.008682579412176,False,True
physical,0.024524521916143644,0.04943504025759985,0.024524521916143644,0.024910518341456207,2.0157392028530627,True,False
both,0.07018511679627894,0.0950496409014173,0.07018511679627894,0.02486452410513837,1.3542706094984605,False,False
part,0.0642839082160149,0.08913445698270618,0.0642839082160149,0.02485054876669128,1.3865749525244377,False,False
rather,0.02540936101221121,0.05019467035520446,0.02540936101221121,0.02478530934299325,1.9754400880479421,False,True
numerous,0.014524837674425565,0.03925247562230704,0.014524837674425565,0.02472763794788148,2.7024381615927022,False,True
educational,0.006968558360291623,0.03165609408801886,0.006968558360291623,0.024687535727727236,4.542703447588563,False,True
rights,0.05612893152849363,0.08072782695890166,0.05612893152849363,0.024598895430408024,1.4382569694547007,True,False
concern,0.017250551613678864,0.04182539341545963,0.017250551613678864,0.024574841801780763,2.4245829554977294,False,True
advocate,0.009954431483980761,0.03452921301104353,0.009954431483980761,0.02457478152706277,3.4687277788399977,False,True
members,0.05478697103399138,0.07930916194515222,0.05478697103399138,0.02452219091116084,1.4475916526932395,True,False
inclusive,0.010930974365114601,0.035233130191871784,0.010930974365114601,0.024302155826757182,3.2232378391002108,False,True
risks,0.010031254618387504,0.034263952260839906,0.010031254618387504,0.0242326976424524,3.4157195250565517,False,True
matter,0.037995549151402616,0.06222578328681866,0.037995549151402616,0.024230234135416043,1.6377124341291847,False,False
leading,0.017351747468284693,0.04148898942643594,0.017351747468284693,0.024137241958151246,2.3910553967125785,False,True
dedicated,0.010611793218764792,0.034691352640838294,0.010611793218764792,0.0240795594220735,3.2691319860524337,False,True
opportunities,0.0148925650038685,0.038915187715938854,0.0148925650038685,0.024022622712070354,2.6130614642830317,False,True
others,0.0544053314601649,0.07838186164277153,0.0544053314601649,0.023976530182606627,1.4407018492325891,False,False
voices,0.013323666433737993,0.03721864125242851,0.013323666433737993,0.023894974818690518,2.7934233746789108,False,True
values,0.012659947711558003,0.036317261755625614,0.012659947711558003,0.02365731404406761,2.868673914227108,False,True
which,0.2083235584625954,0.23190465986558695,0.2083235584625954,0.02358110140299155,1.1131945977546536,False,False
daily,0.0264800042175946,0.05004461463354484,0.0264800042175946,0.023564610415950243,1.8899020643015145,False,True
prioritize,0.0004825493480185086,0.024024300339104666,0.0004825493480185086,0.023541750991086158,49.78620412141391,False,True
yet,0.06019030519195137,0.08364834805242888,0.06019030519195137,0.023458042860477507,1.3897312496699936,False,False
citizens,0.02571695493325729,0.04908501075208152,0.02571695493325729,0.02336805581882423,1.9086634043365898,True,False
opportunity,0.0321164903983719,0.05538631391868751,0.0321164903983719,0.023269823520315605,1.7245444079249468,False,False
better,0.08569292585933774,0.10892148763319248,0.08569292585933774,0.02322856177385474,1.2710674369081958,True,False
furthermore,0.010316770232303719,0.03349154374401867,0.010316770232303719,0.02317477351171495,3.2463206013012136,False,True
deserve,0.04016070764164433,0.06324425903275444,0.04016070764164433,0.023083551391110103,1.5747794983366725,False,False
face,0.03511291082098533,0.05817954549641023,0.03511291082098533,0.0230666346754249,1.6569274416759279,False,False
fairness,0.004219583147322121,0.02713711754416109,0.004219583147322121,0.022917534396838968,6.431231853170887,False,True
collective,0.004466202990896973,0.027355699862360274,0.004466202990896973,0.0228894968714633,6.125046245796874,False,True
now,0.20919876244891653,0.2320731625181781,0.20919876244891653,0.022874400069261586,1.10934290337806,False,False
responsible,0.019331316409520932,0.04218409350972001,0.019331316409520932,0.022852777100199076,2.182163522446085,False,True
foster,0.003587506321915011,0.02637346291208742,0.003587506321915011,0.022785956590172407,7.3514749649303095,False,True
important,0.0540280967581771,0.07670543710192296,0.0540280967581771,0.022677340343745855,1.419732356022955,False,False
