quarter,obs_share,counterfactual,pi_lb,ci_lo,ci_hi,n_docs_estimation_half
2022Q4,0.8703241895261845,0.8424431962161765,0.02788099331000804,0.006135579355413215,0.05042061707540337,1203
2023Q1,0.873758865248227,0.8424431962161765,0.03131566903205052,0.011427320537532754,0.05086363028126764,1410
2023Q2,0.8558352402745996,0.8424431962161765,0.013392044058423092,-0.007633568093799029,0.03387914681254929,1311
2023Q3,0.8863826232247285,0.8424431962161765,0.04393942700855202,0.02116548502932693,0.06533278322040033,1197
2023Q4,0.8909634055265123,0.8424431962161765,0.04852020931033585,0.029841574883087453,0.06621824638130606,1339
2024Q1,0.9584185412406271,0.8424431962161765,0.11597534502445062,0.10389970439711498,0.1307213685240459,1467
2024Q2,0.959349593495935,0.8424431962161765,0.11690639727975849,0.10423225036012913,0.12861279324439956,1476
2024Q3,0.9637037037037037,0.8424431962161765,0.12126050748752726,0.10705167028553332,0.13445478267487265,1350
2024Q4,0.9584548104956269,0.8424431962161765,0.11601161427945039,0.10337472536890675,0.12885405211164425,1372
