quarter,obs_share,counterfactual,pi_lb,ci_lo,ci_hi,n_docs_estimation_half
2023Q1,1.0,0.9948290926620568,0.005170907337943231,0.0,0.01806239737274229,26
2023Q2,1.0,0.9942541289425185,0.0057458710574814775,0.0,0.020799124247400158,29
2023Q3,1.0,0.9936791652229804,0.006320834777019613,0.0,0.023535851122058027,21
2023Q4,1.0,0.9931042015034421,0.006895798496557859,0.0,0.026272577996715896,28
2024Q1,1.0,0.992529237783904,0.007470762216095994,0.0,0.029009304871373764,27
2024Q2,1.0,0.9919542740643659,0.00804572593563413,0.0,0.031746031746031744,37
2024Q3,1.0,0.9913793103448276,0.008620689655172376,0.0,0.03448275862068895,25
2024Q4,1.0,0.9908043466252895,0.00919565337471051,0.0,0.03689183149796871,27
