quarter,obs_share,counterfactual,pi_lb,ci_lo,ci_hi,n_docs_estimation_half
2022Q4,0.921181801019445,0.8949824586426877,0.026199342376757362,0.020009740557648918,0.032757660451740674,10594
2023Q1,0.9271137026239067,0.8949824586426877,0.032131243981219026,0.02598028877362117,0.03804443007088666,8232
2023Q2,0.9465175394001016,0.8949824586426877,0.051535080757413976,0.04653835890242686,0.05739318938007838,9835
2023Q3,0.9256304683479156,0.8949824586426877,0.030648009705227963,0.02262882005194875,0.03838195516103904,3886
2023Q4,0.969946679592826,0.8949824586426877,0.07496422095013833,0.07098491456843885,0.0795035240881973,10315
2024Q1,0.9761799735333039,0.8949824586426877,0.08119751489061622,0.07730049127937268,0.08533238611507228,9068
2024Q2,0.9819828787577145,0.8949824586426877,0.08700042011502684,0.08361323620965098,0.09037129892138258,10046
2024Q3,0.9767911200807265,0.8949824586426877,0.08180866143803889,0.07764399140622055,0.08674362757651526,5946
2024Q4,0.9880801609178276,0.8949824586426877,0.09309770227513992,0.0896364984406456,0.09708893130105725,13423
